target_leaf,distance_from_source,t_flip_absolute,t_flip_relative,warmup_ok,a,b,lr,seed,local_steps,branching,depth,leaf_size,p,d_param,n_meas_rounds,nucleation_leaf,t_nucleation
21,,,,True,0.5,0.042,0.1,1,10,2,5,4,2.0,1,200,,
22,,,,True,0.5,0.042,0.1,1,10,2,5,4,2.0,1,200,,
23,,,,True,0.5,0.042,0.1,1,10,2,5,4,2.0,1,200,,
24,,,,True,0.5,0.042,0.1,1,10,2,5,4,2.0,1,200,,
25,,,,True,0.5,0.042,0.1,1,10,2,5,4,2.0,1,200,,
26,,,,True,0.5,0.042,0.1,1,10,2,5,4,2.0,1,200,,
27,,,,True,0.5,0.042,0.1,1,10,2,5,4,2.0,1,200,,
28,,,,True,0.5,0.042,0.1,1,10,2,5,4,2.0,1,200,,
29,,,,True,0.5,0.042,0.1,1,10,2,5,4,2.0,1,200,,
30,,,,True,0.5,0.042,0.1,1,10,2,5,4,2.0,1,200,,
31,,,,True,0.5,0.042,0.1,1,10,2,5,4,2.0,1,200,,
0,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
1,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
2,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
3,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
4,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
5,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
6,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
7,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
8,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
9,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
10,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
11,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
12,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
13,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
14,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
15,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
16,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
17,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
18,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
19,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
20,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
21,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
22,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
23,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
24,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
25,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
26,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
27,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
28,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
29,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
30,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
31,,,,True,0.5,0.042,0.1,2,10,2,5,4,2.0,1,200,,
0,4,58,58,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
1,4,58,58,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
2,4,48,48,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
3,4,48,48,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
4,4,60,60,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
5,4,60,60,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
6,4,60,60,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
7,4,60,60,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
8,2,23,23,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
9,2,24,24,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
11,1,29,29,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
12,3,43,43,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
13,3,41,41,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
14,3,41,41,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
15,3,42,42,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
16,5,59,59,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
17,5,61,61,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
18,5,64,64,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
19,5,67,67,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
20,5,65,65,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
21,5,66,66,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
22,5,65,65,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
23,5,67,67,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
24,5,71,71,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
25,5,70,70,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
26,5,67,67,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
27,5,68,68,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
28,5,73,73,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
29,5,71,71,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
30,5,71,71,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
31,5,73,73,True,0.5,0.042,0.1,3,10,2,5,4,2.0,1,200,10,0
0,5,75,75,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
1,5,75,75,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
2,5,75,75,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
3,5,74,74,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
4,5,63,63,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
5,5,69,69,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
6,5,70,70,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
7,5,70,70,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
8,5,52,52,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
9,5,53,53,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
10,5,52,52,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
11,5,53,53,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
12,5,42,42,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
13,5,46,46,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
14,5,43,43,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
15,5,43,43,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
16,4,51,51,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
17,4,51,51,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
18,4,53,53,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
19,4,52,52,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
20,4,51,51,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
21,4,50,50,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
22,4,47,47,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
23,4,47,47,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
24,2,10,10,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
25,2,13,13,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
27,1,6,6,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
28,3,24,24,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
29,3,24,24,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
30,3,26,26,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
31,3,28,28,True,0.5,0.042,0.1,4,10,2,5,4,2.0,1,200,26,0
0,4,11,6,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
1,4,11,6,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
2,4,12,7,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
3,4,12,7,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
4,4,10,5,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
5,4,11,6,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
6,4,10,5,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
7,4,14,9,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
8,2,6,1,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
9,2,8,3,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
11,1,10,5,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
12,3,9,4,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
13,3,9,4,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
14,3,8,3,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
15,3,8,3,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
16,5,22,17,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
17,5,24,19,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
18,5,25,20,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
19,5,24,19,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
20,5,21,16,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
21,5,20,15,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
22,5,24,19,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
23,5,22,17,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
24,5,27,22,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
25,5,28,23,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
26,5,27,22,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
27,5,26,21,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
28,5,28,23,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
29,5,29,24,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
30,5,24,19,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
31,5,22,17,True,0.5,0.042,0.1,0,50,2,5,4,2.0,1,200,10,5
0,3,10,8,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
1,3,10,8,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
2,3,11,9,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
3,3,7,5,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
4,1,5,3,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
6,2,8,6,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
7,2,7,5,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
8,4,8,6,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
9,4,7,5,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
10,4,15,13,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
11,4,15,13,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
12,4,17,15,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
13,4,20,18,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
14,4,16,14,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
15,4,15,13,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
16,5,24,22,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
17,5,25,23,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
18,5,22,20,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
19,5,22,20,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
20,5,21,19,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
21,5,20,18,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
22,5,24,22,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
23,5,23,21,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
24,5,24,22,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
25,5,23,21,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
26,5,14,12,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
27,5,16,14,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
28,5,17,15,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
29,5,22,20,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
30,5,13,11,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
31,5,13,11,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,2
0,4,12,12,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
1,4,12,12,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
2,4,16,16,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
3,4,19,19,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
4,4,17,17,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
5,4,15,15,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
6,4,19,19,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
7,4,18,18,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
9,1,5,5,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
10,2,6,6,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
11,2,5,5,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
12,3,10,10,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
13,3,6,6,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
14,3,9,9,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
15,3,9,9,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
16,5,19,19,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
17,5,17,17,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
18,5,15,15,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
19,5,15,15,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
20,5,14,14,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
21,5,14,14,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
22,5,10,10,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
23,5,9,9,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
24,5,19,19,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
25,5,19,19,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
26,5,19,19,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
27,5,19,19,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
28,5,15,15,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
29,5,13,13,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
30,5,11,11,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
31,5,11,11,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
0,4,19,19,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
1,4,19,19,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
2,4,16,16,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
3,4,16,16,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
4,4,22,22,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
5,4,18,18,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
6,4,23,23,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
7,4,23,23,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
8,2,11,11,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
9,2,9,9,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
11,1,6,6,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
12,3,12,12,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
13,3,13,13,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
14,3,13,13,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
15,3,12,12,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
16,5,16,16,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
17,5,15,15,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
18,5,19,19,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
19,5,12,12,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
20,5,19,19,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
21,5,19,19,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
22,5,18,18,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
23,5,17,17,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
24,5,22,22,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
25,5,20,20,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
26,5,18,18,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
27,5,18,18,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
28,5,24,24,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
29,5,24,24,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
30,5,24,24,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
31,5,30,30,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
0,5,20,17,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
1,5,19,16,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
2,5,21,18,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
3,5,18,15,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
4,5,18,15,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
5,5,16,13,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
6,5,21,18,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
7,5,21,18,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
8,5,18,15,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
9,5,14,11,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
10,5,19,16,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
11,5,19,16,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
12,5,16,13,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
13,5,19,16,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
14,5,12,9,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
15,5,15,12,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
16,4,11,8,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
17,4,13,10,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
18,4,11,8,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
19,4,11,8,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
20,4,14,11,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
21,4,14,11,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
22,4,7,4,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
23,4,10,7,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
24,2,9,6,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
25,2,5,2,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
27,1,6,3,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
28,3,10,7,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
29,3,11,8,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
30,3,7,4,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
31,3,9,6,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,26,3
0,4,7,7,True,0.5,0.042,0.1,0,200,2,5,4,2.0,1,200,12,0
1,4,10,10,True,0.5,0.042,0.1,0,200,2,5,4,2.0,1,200,12,0
2,4,9,9,True,0.5,0.042,0.1,0,200,2,5,4,2.0,1,200,12,0
3,4,8,8,True,0.5,0.042,0.1,0,200,2,5,4,2.0,1,200,12,0
4,4,6,6,True,0.5,0.042,0.1,0,200,2,5,4,2.0,1,200,12,0
5,4,5,5,True,0.5,0.042,0.1,0,200,2,5,4,2.0,1,200,12,0
6,4,8,8,True,0.5,0.042,0.1,0,200,2,5,4,2.0,1,200,12,0
7,4,8,8,True,0.5,0.042,0.1,0,200,2,5,4,2.0,1,200,12,0
8,3,9,9,True,0.5,0.042,0.1,0,200,2,5,4,2.0,1,200,12,0
9,3,8,8,True,0.5,0.042,0.1,0,200,2,5,4,2.0,1,200,12,0
