target_leaf,distance_from_source,t_flip_absolute,t_flip_relative,warmup_ok,a,b,lr,seed,local_steps,branching,depth,leaf_size,p,d_param,n_meas_rounds,nucleation_leaf,t_nucleation
10,4,20,16,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
11,4,21,17,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
12,4,20,16,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
13,4,19,15,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
14,4,19,15,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
15,4,19,15,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
16,5,19,15,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
17,5,23,19,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
18,5,24,20,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
19,5,24,20,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
20,5,16,12,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
21,5,16,12,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
22,5,17,13,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
23,5,18,14,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
24,5,30,26,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
25,5,31,27,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
26,5,32,28,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
27,5,30,26,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
28,5,31,27,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
29,5,30,26,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
30,5,31,27,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
31,5,30,26,True,0.5,0.042,0.1,1,50,2,5,4,2.0,1,200,5,4
0,4,9,9,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
1,4,9,9,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
2,4,11,11,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
3,4,14,14,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
4,4,17,17,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
5,4,21,21,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
6,4,15,15,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
7,4,14,14,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
9,1,4,4,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
10,2,6,6,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
11,2,5,5,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
12,3,7,7,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
13,3,8,8,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
14,3,7,7,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
15,3,7,7,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
16,5,29,29,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
17,5,29,29,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
18,5,28,28,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
19,5,28,28,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
20,5,22,22,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
21,5,21,21,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
22,5,25,25,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
23,5,22,22,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
24,5,23,23,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
25,5,23,23,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
26,5,22,22,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
27,5,24,24,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
28,5,25,25,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
29,5,22,22,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
30,5,26,26,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
31,5,26,26,True,0.5,0.042,0.1,2,50,2,5,4,2.0,1,200,8,0
0,4,13,13,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
1,4,13,13,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
2,4,10,10,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
3,4,11,11,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
4,4,10,10,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
5,4,9,9,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
6,4,12,12,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
7,4,12,12,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
8,2,8,8,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
9,2,8,8,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
11,1,7,7,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
12,3,12,12,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
13,3,13,13,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
14,3,12,12,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
15,3,12,12,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
16,5,24,24,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
17,5,24,24,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
18,5,24,24,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
19,5,24,24,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
20,5,22,22,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
21,5,25,25,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
22,5,24,24,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
23,5,23,23,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
24,5,18,18,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
25,5,15,15,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
26,5,19,19,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
27,5,19,19,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
28,5,21,21,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
29,5,22,22,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
30,5,22,22,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
31,5,22,22,True,0.5,0.042,0.1,3,50,2,5,4,2.0,1,200,10,0
0,5,39,34,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
1,5,39,34,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
2,5,36,31,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
3,5,35,30,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
4,5,33,28,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
5,5,33,28,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
6,5,32,27,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
7,5,30,25,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
8,5,29,24,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
9,5,26,21,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
10,5,27,22,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
11,5,31,26,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
12,5,26,21,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
13,5,27,22,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
14,5,22,17,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
15,5,23,18,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
16,4,26,21,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
17,4,26,21,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
18,4,27,22,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
19,4,26,21,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
20,4,21,16,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
21,4,24,19,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
22,4,25,20,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
23,4,25,20,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
25,1,7,2,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
26,2,6,1,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
27,2,5,0,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
28,3,14,9,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
29,3,16,11,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
30,3,16,11,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
31,3,14,9,True,0.5,0.042,0.1,4,50,2,5,4,2.0,1,200,24,5
